377 377
0 0 0 200 1
-1 1 1 200 1
-2 2 2 200 1
-3 3 3 200 1
-4 4 4 200 1
-5 5 5 200 1
-6 6 6 200 1
-7 7 7 200 1
-8 8 8 200 1
-9 9 9 200 1
-10 10 10 200 1
-11 11 11 200 1
-12 12 12 200 1
-13 13 13 200 1
-14 14 14 200 1
-15 15 15 200 1
-16 16 16 200 1
-17 17 17 200 1
-18 18 18 200 1
-19 19 19 200 1
-20 20 20 200 1
-21 21 21 200 1
-22 22 22 200 1
-23 23 23 200 1
-24 24 24 200 1
-25 25 25 200 1
-26 26 26 200 1
-27 27 27 200 1
-28 28 28 200 1
-29 29 29 200 1
-30 30 30 200 1
-31 31 31 200 1
-32 32 32 200 1
-33 33 33 200 1
-34 34 34 200 1
-35 35 35 200 1
-36 36 36 200 1
-37 37 37 200 1
-38 38 38 200 1
-39 39 39 200 1
-40 40 40 200 1
-41 41 41 200 1
-42 42 42 200 1
-43 43 43 200 1
-44 44 44 200 1
-45 45 45 200 1
-46 46 46 200 1
-47 47 47 200 1
-48 48 48 200 1
-49 49 49 200 1
-50 50 50 200 1
-51 51 51 200 1
-52 52 52 200 1
-53 53 53 200 1
-54 54 54 200 1
-55 55 55 200 1
-56 56 56 200 1
-57 57 57 200 1
-58 58 58 200 1
-59 59 59 200 1
-60 60 60 200 1
-61 61 61 200 1
-62 62 62 200 1
-63 63 63 200 1
-64 64 64 200 1
-65 65 65 200 1
-66 66 66 200 1
-67 67 67 200 1
-68 68 68 200 1
-69 69 69 200 1
-70 70 70 200 1
-71 71 71 200 1
-72 72 72 200 1
-73 73 73 200 1
-74 74 74 200 1
-75 75 75 200 1
-76 76 76 200 1
-77 77 77 200 1
-78 78 78 200 1
-79 79 79 200 1
-80 80 80 200 1
-81 81 81 200 1
-82 82 82 200 1
-83 83 83 200 1
-84 84 84 200 1
-85 85 85 200 1
-86 86 86 200 1
-87 87 87 200 1
-88 88 88 200 1
-89 89 89 200 1
-90 90 90 200 1
-91 91 91 200 1
-92 92 92 200 1
-93 93 93 200 1
-94 94 94 200 1
-95 95 95 200 1
-96 96 96 200 1
-97 97 97 200 1
-98 98 98 200 1
-99 99 99 200 1
-100 100 100 200 1
-138 138 140 280 1
-136 136 140 280 1
-134 134 140 280 1
-132 132 140 280 1
-130 130 140 280 1
-128 128 140 280 1
-126 126 140 280 1
-124 124 140 280 1
-122 122 140 280 1
-120 120 140 280 1
-118 118 140 280 1
-116 116 140 280 1
-114 114 140 280 1
-112 112 140 280 1
-110 110 140 280 1
-108 108 140 280 1
-106 106 140 280 1
